URL_IDENTIFICATION,URL_LENGTH,CHARACTER_SET,SPECIAL_CHARACTERS,SERVER,CONTENT_LENGTH,COUNTRY,STATE,REGISTRATION_DATE,UPDATED_DATE,TCP_PACKETS_EXCHANGE,PORTS_DETECTED,REMOTE_IP,BYTES_TRANSFERRED,REMOTE_APP_PACKETS,SOURCE_APP_PACKETS,REMOTE_APP_BYTES,SOURCE_APP_BYTES,IP_PACKETS,DNS_PACKETS,WEBSITE_TYPE
M0_2161,70,ISO-8859-1,13,Microsoft-IIS/6.0,118672,Canada,Quebec,02 June 2004,21 March 2015,10,6,7,792,10,10,792,636,10,0,0
M0_2169,70,ISO-8859-1,13,Apache,8187,China,Zug,21 November 1997,19 October 2016,5,5,3,498,8,5,498,504,5,0,0
M0_2283,70,UTF-8,13,nginx,NaN,Panama,PANAMA,11 November 2007,18 December 2015,16,13,2,1688,12,16,1688,742,16,0,0
M0_2308,70,ISO-8859-1,10,Microsoft-IIS/7.5,356,America,New York,11 June 2002,05 June 2014,49,7,3,3802,50,49,3802,57628,49,0,0
M0_260,70,ISO-8859-1,13,Apache,NaN,NaN,NaN,NaN,NaN,33,11,8,3523,33,39,4041,30933,39,6,0
M0_264,70,us-ascii,13,Microsoft-HTTPAPI/2.0,324,America,VT,15 November 1995,15 September 2015,8,0,3,1100,12,12,1380,1570,12,4,0
M0_367,70,utf-8,12,Microsoft-IIS/7.5,41417,America,MO,NaN,NaN,7,4,3,752,12,9,922,892,9,2,0
M0_654,70,utf-8,14,Microsoft-IIS/7.5,13481,America,VA,15 December 1994,10 December 2016,48,11,11,3684,53,54,4164,47558,54,6,0
M0_681,70,ISO-8859-1,12,nginx/1.2.1,NaN,America,NV,23 July 1999,04 March 2017,19,12,7,2506,27,23,2810,7448,23,4,0
M0_893,70,UTF-8,14,nginx,23103,America,California,17 August 1995,16 August 2016,0,0,0,0,0,0,0,0,0,0,0
M0_899,70,ISO-8859-1,13,Microsoft-IIS/7.5,11,America,WA,13 September 2000,29 August 2016,0,0,0,0,0,0,0,0,0,0,0
M0_941,70,UTF-8,13,nginx,NaN,America,CA,07 September 1995,04 March 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1067,71,us-ascii,6,Microsoft-HTTPAPI/2.0,324,America,Oregon,29 January 2003,07 August 2013,0,0,0,0,0,0,0,0,0,0,0
M0_1173,71,ISO-8859-1,16,cloudflare-nginx,NaN,America,Washington,03 August 1999,14 December 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1345,71,UTF-8,14,GSE,8992,Canada,ON,27 January 2010,07 August 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1371,71,UTF-8,13,Server,NaN,America,NV,01 November 1994,30 April 2014,0,0,0,0,0,0,0,0,0,0,0
M0_168,71,UTF-8,13,GSE,11988,America,CA,31 July 2000,29 June 2016,73,3,5,7802,82,79,8302,105565,79,6,0
M0_175,71,ISO-8859-1,12,NaN,34,Canada,ON,28 December 1998,17 December 2016,49,0,7,3878,51,53,4174,55460,53,4,0
M0_207,71,UTF-8,12,Apache,13522,America,CA,18 January 1996,20 January 2017,30,20,10,3317,35,36,3747,8700,36,6,0
M0_66,71,utf-8,11,nginx/1.7.4,NaN,Panama,PANAMA,28 November 1999,04 April 2017,28,4,5,2794,32,32,3110,30923,32,4,0
M0_669,71,utf-8,12,DMS/1.0.42,318,France,NaN,15 March 2005,28 June 2016,25,3,5,3428,23,29,3736,28007,29,4,0
M0_678,71,utf-8,14,nginx,337,NaN,NaN,NaN,NaN,35,14,7,4515,28,43,5105,12970,43,8,0
M0_692,71,utf-8,11,ATS,NaN,America,CA,18 January 1995,26 August 2015,26,21,4,4488,35,35,5084,14140,35,8,0
M0_707,71,UTF-8,14,Server,NaN,NaN,NaN,b,23 October 2013,19,14,4,2877,23,25,3317,6649,25,6,0
M0_72,71,UTF-8,12,Server,NaN,America,NV,01 November 1994,30 April 2014,65,48,7,6391,77,71,6819,83389,71,6,0
M0_728,71,UTF-8,11,Apache-Coyote/1.1,13596,India,TN,NaN,NaN,7,2,4,1131,11,12,1473,1747,12,4,0
M0_828,71,us-ascii,11,Microsoft-IIS/7.5,324,America,CA,17 November 2006,31 March 2016,0,0,0,0,0,0,0,0,0,0,0
M0_875,71,us-ascii,15,Microsoft-HTTPAPI/2.0,324,Turkey,NaN,21 May 2006,17 May 2013,0,0,0,0,0,0,0,0,0,0,0
M0_1145,72,us-ascii,14,cloudflare-nginx,324,Canada,ON,24 November 2001,08 August 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1164,72,utf-8,14,nginx,31624,[u'GB'; u'United Kingdom'],UK,2002-03-20T23:59:59.0Z,2017-03-07T22:02:38.0Z,0,0,0,0,0,0,0,0,0,0,0
M0_1172,72,utf-8,16,Apache/2.2.22 (Debian) mod_python/3.3.1 Python/2.7.3 mod_ssl/2.2.22 OpenSSL/1.0.1t,NaN,America,NY,23 March 1995,03 March 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1275,72,UTF-8,12,NaN,NaN,KR,NaN,06 September 1997,11 January 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1282,72,us-ascii,12,Microsoft-HTTPAPI/2.0,1853,America,NY,31 October 1997,30 October 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1313,72,ISO-8859-1,12,Apache,NaN,America,UT,16 May 1995,21 October 2016,0,0,0,0,0,0,0,0,0,0,0
M0_141,72,UTF-8,15,Apache/2.4.16 (Ubuntu),NaN,America,CA,22 September 2002,22 September 2016,47,13,6,6078,52,53,6520,40968,53,6,0
M0_2040,72,UTF-8,13,Apache/2.2.27 (CentOS),NaN,NaN,NaN,NaN,NaN,14,14,7,972,16,14,972,1144,14,0,0
M0_2084,72,utf-8,14,Microsoft-IIS/7.5,14092,America,VA,15 December 1994,10 December 2016,12,5,4,960,8,12,960,498,12,0,0
M0_24,72,UTF-8,12,Server,NaN,America,NV,01 November 1994,30 April 2014,27,21,8,3862,33,33,4290,11108,33,6,0
M0_244,72,ISO-8859-1,9,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4 PHP/5.4.26,2819,BE,ANTWERP,13 October 2000,01 November 2012,39,2,13,3042,26,45,3520,5914,45,6,0
M0_335,72,ISO-8859-1,15,NaN,33528,NaN,NaN,NaN,NaN,18,4,4,2083,28,22,2371,17862,22,4,0
M0_343,72,iso-8859-1,12,Apache,363,CyprAmerica,NaN,04 July 2007,22 February 2017,28,2,5,2490,29,32,2802,18969,32,4,0
M0_489,72,utf-8,13,Apache,1832,NaN,NaN,01 May 2009,02 May 2016,9,0,3,1165,16,15,1673,1673,15,6,0
M0_623,72,us-ascii,12,www.lexisnexis.com  9999,324,China,CH,08 April 2009,12 February 2016,80,0,2,6525,102,84,6843,126205,84,4,0
M0_852,72,UTF-8,14,nginx,NaN,Panama,PANAMA,11 November 2007,18 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_888,72,iso-8859-1,11,Apache-Coyote/1.1,NaN,America,Tennessee,10 May 2007,18 April 2017,0,0,0,0,0,0,0,0,0,0,0
M0_930,72,ISO-8859-1,11,nginx,1145,America,NJ,08 April 1998,25 October 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1001,73,UTF-8,14,cloudflare-nginx,NaN,America,LA,20 October 2003,15 January 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1074,73,ISO-8859-1,17,Apache/2.4.7 (Ubuntu),13240,America,PA,05 August 2008,06 August 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1082,73,iso-8859-1,13,Apache/2.2.15 (CentOS),NaN,America,UT,16 May 1995,21 October 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1184,73,utf-8,14,NaN,32103,America,NY,29 March 2008,10 February 2017,0,0,0,0,0,0,0,0,0,0,0
M0_1229,73,iso-8859-1,15,nginx,484,America,Arizona,15 December 2007,03 April 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1240,73,iso-8859-1,13,Apache/2.2.15 (CentOS),NaN,America,UT,16 May 1995,21 October 2016,0,0,0,0,0,0,0,0,0,0,0
M0_132,73,iso-8859-1,13,Apache/2.2.15 (CentOS),NaN,America,UT,16 May 1995,21 October 2016,27,12,5,3149,34,33,3647,37964,33,6,0
M0_1334,73,iso-8859-1,15,Apache/2.0.52 (Red Hat),330,America,CA,03 September 1996,30 September 2009,0,0,0,0,0,0,0,0,0,0,0
M0_213,73,utf-8,15,Apache,44491,Canada,ON,09 December 2003,22 October 2016,208,0,1,14530,278,210,14688,466055,210,2,0
M0_2235,73,UTF-8,11,Apache/2.4.18 (Ubuntu),12487,America,Illinois,02 August 2000,26 April 2017,22,11,12,1524,19,22,1524,1268,22,0,0
M0_2248,73,UTF-8,11,GSE,3674,America,CA,31 July 2000,29 June 2016,3,3,1,366,5,3,366,306,3,0,0
M0_2321,73,UTF-8,17,cloudflare-nginx,NaN,Japan,TOKYO-TO,05 November 2007,12 March 2017,11,6,8,810,14,11,810,913,11,0,0
M0_279,73,ISO-8859-1,15,squid/3.3.8,3591,America,CA,02 June 1994,06 January 2017,23,4,3,2425,36,29,2881,33598,29,6,0
M0_36,73,UTF-8,12,Apache-Coyote/1.1,17908,NaN,NaN,09 January 2007,30 April 2013,17,12,3,2396,25,23,2856,26621,23,6,0
M0_559,73,ISO-8859-1,13,nginx/0.8.38,18901,America,MA,29 March 2000,25 December 2016,51,6,5,3932,48,55,4252,87340,55,4,0
M0_699,73,UTF-8,12,Server,NaN,America,NV,01 November 1994,30 April 2014,49,43,4,5365,60,55,5793,78671,55,6,0
M0_804,73,UTF-8,17,mw2242.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,0,0,0,0,0,0,0,0,0,0,0
A0_167,74,ISO-8859-1,11,cloudflare-nginx,NaN,Russia,Krasnoyarsk,22 August 2010,28 April 2017,11,0,3,1260,17,19,1850,2399,19,8,1
M0_1162,74,us-ascii,12,Microsoft-IIS/7.5,324,America,Pennsylvania,20 March 2005,22 February 2017,0,0,0,0,0,0,0,0,0,0,0
M0_147,74,UTF-8,15,Apache-Coyote/1.1,46884,NaN,NaN,16 September 2004,28 March 2016,8,0,1,432,2,8,432,124,8,0,0
M0_2208,74,UTF-8,13,Server,NaN,America,NV,01 November 1994,30 April 2014,3,3,1,366,5,3,366,306,3,0,0
M0_2251,74,us-ascii,12,Microsoft-HTTPAPI/2.0,324,Canada,Saskatchewan,03 July 2000,23 June 2016,5,4,2,486,6,5,486,480,5,0,0
M0_352,74,UTF-8,16,nginx,NaN,America,NJ,03 October 1997,03 August 2014,8,1,3,1088,13,14,1524,2036,14,6,0
M0_454,74,utf-8,13,NaN,NaN,America,TX,31 January 1996,16 August 2016,21,1,5,2873,23,25,3177,9017,25,4,0
A0_62,75,UTF-8,13,Apache,193,America,PA,20 August 2014,20 October 2016,8,0,6,801,9,10,951,677,10,2,1
M0_1360,75,UTF-8,15,GSE,8417,America,CA,31 July 2000,29 June 2016,0,0,0,0,0,0,0,0,0,0,0
M0_196,75,ISO-8859-1,16,NaN,NaN,America,NJ,23 October 1994,01 November 2016,33,3,8,3647,39,41,4247,32399,41,8,0
M0_2238,75,UTF-8,14,mw2238.codfw.wmnet,4721,America,CA,13 January 2001,12 December 2015,4,3,2,432,6,4,432,372,4,0,0
M0_248,75,us-ascii,13,Microsoft-HTTPAPI/2.0,324,NaN,NaN,08 September 2004,28 February 2017,23,14,7,2472,19,27,2796,6776,27,4,0
M0_404,75,utf-8,14,GSE,NaN,America,CA,15 September 1997,20 July 2011,39,18,14,4631,42,49,5353,12921,49,10,0
M0_868,75,UTF-8,12,Pizza/pepperoni,NaN,America,WA,16 November 1994,28 October 2015,0,0,0,0,0,0,0,0,0,0,0
M0_987,75,ISO-8859-1,15,cloudflare-nginx,NaN,America,FL,16 May 2000,17 March 2016,0,0,0,0,0,0,0,0,0,0,0
M0_2157,76,ISO-8859-1,13,Microsoft-IIS/6.0,92183,Canada,Quebec,02 June 2004,21 March 2015,10,4,5,780,7,10,780,442,10,0,0
M0_534,76,ISO-8859-1,15,NaN,12368,America,CA,09 January 1998,04 January 2017,47,0,5,4544,57,55,5134,53238,55,8,0
M0_80,76,us-ascii,12,Microsoft-HTTPAPI/2.0,324,NaN,NaN,02 October 2007,20 July 2014,26,19,4,3635,30,32,4125,23404,32,6,0
M0_81,76,us-ascii,13,Microsoft-IIS/7.5,324,NaN,NaN,14 December 2004,NaN,18,5,6,2032,19,24,2464,2033,24,6,0
M0_842,76,UTF-8,12,Apache,9672,America,Alabama,03 October 1997,31 December 2016,0,0,0,0,0,0,0,0,0,0,0
M0_912,76,UTF-8,14,XXXXXXXXXXXXXXXXXXXXXX,17721,NaN,NaN,02 October 2000,03 June 2016,0,0,0,0,0,0,0,0,0,0,0
M0_2013,77,us-ascii,15,Microsoft-HTTPAPI/2.0,324,America,UT,05 February 1999,16 June 2014,5,5,3,498,8,5,498,508,5,0,0
M0_2174,77,ISO-8859-1,13,Apache,NaN,America,UT,16 May 1995,21 October 2016,17,7,9,1206,15,17,1206,991,17,0,0
M0_2272,77,us-ascii,14,Microsoft-HTTPAPI/2.0,324,America,CO,16 June 2014,31 July 2016,6,3,4,564,7,6,564,442,6,0,0
M0_431,77,ISO-8859-1,14,Sucuri/Cloudproxy,NaN,NaN,NaN,07 February 2006,08 February 2017,32,7,9,2445,36,34,2601,41408,34,2,0
M0_432,77,UTF-8,14,GSE,22409,America,CA,31 July 2000,29 June 2016,27,0,4,2403,30,31,2741,27476,31,4,0
M0_735,77,utf-8,13,nginx/1.8.0,63049,America,va,29 April 1994,30 August 2013,33,1,5,3244,40,43,4114,24630,43,10,0
M0_751,77,utf-8,14,ATS,NaN,America,CA,18 January 1995,26 August 2015,25,20,3,3591,31,31,4041,13757,31,6,0
M0_1203,78,utf-8,10,Apache,23146,America,NY,18 January 1994,21 October 2016,0,0,0,0,0,0,0,0,0,0,0
M0_134,78,UTF-8,16,cloudflare-nginx,NaN,America,LA,20 October 2003,15 January 2015,11,1,3,1335,17,17,1835,2109,17,6,0
M0_1393,78,UTF-8,17,mw2165.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,0,0,0,0,0,0,0,0,0,0,0
M0_2021,78,UTF-8,11,cloudflare-nginx,NaN,Japan,WA,07 December 2006,02 March 2017,17,9,9,1594,18,17,1594,1152,17,0,0
M0_212,78,iso-8859-1,15,Apache,13,Japan,Tottori,14 April 2017,18 April 2017,8,0,3,528,2,8,528,124,8,0,0
M0_2146,78,UTF-8,16,GSE,9313,America,CA,31 July 2000,29 June 2016,13,6,9,1026,14,13,1026,904,13,0,0
M0_2203,78,UTF-8,13,NaN,28508,America,NY,10 August 1995,05 August 2016,8,6,6,696,9,8,696,574,8,0,0
M0_2211,78,ISO-8859-1,15,Varnish,9,America,DC,18 October 2005,14 October 2016,8,6,6,672,9,8,672,562,8,0,0
M0_278,78,UTF-8,13,mw2224.codfw.wmnet,NaN,America,CA,13 January 2001,12 December 2015,39,35,2,5949,47,47,6557,32891,47,8,0
M0_433,78,utf-8,10,Apache,23144,America,NY,18 January 1994,21 October 2016,36,3,10,2981,41,42,3449,31493,42,6,0
M0_680,78,UTF-8,12,Pizza/pepperoni,13707,America,WA,16 November 1994,28 October 2015,19,6,4,2781,24,24,3085,18410,24,4,0
M0_748,78,ISO-8859-1,13,Microsoft-IIS/7.5,11,America,WA,13 September 2000,29 August 2016,62,0,3,4725,65,66,5023,97272,66,4,0
M0_784,78,UTF-8,12,Server,NaN,America,NV,01 November 1994,30 April 2014,0,0,0,0,0,0,0,0,0,0,0
M0_964,78,iso-8859-1,17,Apache,NaN,America,UT,16 May 1995,21 October 2016,0,0,0,0,0,0,0,0,0,0,0
M0_99,78,ISO-8859-1,16,MI,2743,America,CA,24 February 1996,18 January 2017,23,5,11,2106,31,27,2410,6415,27,4,0
M0_1072,79,ISO-8859-1,13,Microsoft-IIS/8.5,1245,America,Arkansas,23 June 1999,12 June 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1121,79,ISO-8859-1,14,NaN,6748,Canada,QC,24 October 1996,24 August 2015,0,0,0,0,0,0,0,0,0,0,0
M0_1193,79,utf-8,14,cloudflare-nginx,NaN,America,PA,03 May 2006,08 August 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1223,79,UTF-8,9,NaN,53420,America,NJ,26 May 1994,21 May 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1355,79,UTF-8,15,Apache-Coyote/1.1,46887,America,Washington,16 September 2004,28 March 2016,0,0,0,0,0,0,0,0,0,0,0
M0_2164,79,UTF-8,15,Apache,NaN,America,Arizona,17 August 2010,17 August 2016,6,3,4,564,8,6,564,504,6,0,0
M0_269,79,ISO-8859-1,16,Roxen/5.4.98-r2,11593,America,IL,02 March 2000,03 March 2017,13,1,3,1763,19,19,2233,2308,19,6,0
M0_456,79,UTF-8,15,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,NaN,NaN,NaN,26 January 2002,12 January 2017,15,0,4,1301,7,17,1455,552,17,2,0
M0_1086,80,UTF-8,16,NaN,7240,America,California,04 February 1996,10 August 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1094,80,UTF-8,12,Apache,471,America,CA,23 July 2004,04 March 2017,0,0,0,0,0,0,0,0,0,0,0
M0_129,80,UTF-8,12,GSE,38149,America,CA,31 July 2000,29 June 2016,41,0,5,3333,43,45,3715,42229,45,4,0
M0_1389,80,UTF-8,15,NaN,NaN,America,CA,09 January 1998,04 January 2017,0,0,0,0,0,0,0,0,0,0,0
M0_142,80,utf-8,13,cloudflare-nginx,NaN,America,CA,18 January 1995,26 August 2015,50,43,12,7282,57,60,8042,24220,60,10,0
M0_2077,80,ISO-8859-1,17,nginx/1.2.1,8619,BY,--,17 May 2004,02 March 2017,22,18,3,3156,15,22,3156,4966,22,0,0
M0_2145,80,us-ascii,14,Microsoft-HTTPAPI/2.0,324,NaN,NaN,05 June 2003,26 November 2014,5,4,2,498,7,5,498,438,5,0,0
M0_463,80,ISO-8859-1,13,nginx/1.1.19,NaN,NaN,NaN,19 November 1998,29 September 2016,16,1,4,1739,20,20,2059,12620,20,4,0
M0_756,80,us-ascii,11,Microsoft-HTTPAPI/2.0,324,America,CA,08 September 2003,03 March 2017,33,10,8,3764,23,41,4412,7356,41,8,0
M0_810,80,UTF-8,16,Server,NaN,America,NV,01 November 1994,30 April 2014,0,0,0,0,0,0,0,0,0,0,0
M0_849,80,UTF-8,13,GSE,11326,America,CA,31 July 2000,29 June 2016,0,0,0,0,0,0,0,0,0,0,0
M0_878,80,iso-8859-1,12,Apache,236,America,AZ,10 March 1998,05 March 2017,0,0,0,0,0,0,0,0,0,0,0
M4_70,81,utf-8,17,Microsoft-IIS/6.0,NaN,America,California,18 June 2003,14 June 2016,0,0,0,0,2,0,0,124,0,0,1
M4_71,81,utf-8,17,Microsoft-IIS/6.0,NaN,America,California,18 June 2003,14 June 2016,0,0,0,0,2,0,0,124,0,0,1
M0_101,81,UTF-8,14,GSE,10527,America,CA,31 July 2000,29 June 2016,75,8,16,7388,76,79,7734,65108,79,4,0
M0_118,81,iso-8859-1,18,Apache/2.2.15 (CentOS),213,America,OK,07 July 1999,24 May 2016,11,6,1,2088,15,15,2388,7459,15,4,0
M0_2311,81,us-ascii,16,Microsoft-HTTPAPI/2.0,324,America,UT,05 February 1999,16 June 2014,2,2,1,276,3,2,276,184,2,0,0
M0_469,81,UTF-8,15,Apache,NaN,NaN,NaN,NaN,NaN,53,13,11,6257,64,61,6891,30118,61,8,0
M0_519,81,us-ascii,13,Microsoft-HTTPAPI/2.0,324,America,NY,25 February 2005,27 December 2015,16,1,2,2074,27,22,2540,10646,22,6,0
M0_649,81,UTF-8,11,cloudflare-nginx,NaN,America,WA,07 April 2011,11 March 2017,23,2,6,2362,23,31,3008,5472,31,8,0
M0_712,81,UTF-8,16,cloudflare-nginx,NaN,America,FL,12 February 1999,14 December 2016,15,0,3,1894,20,19,2198,7062,19,4,0
M0_720,81,ISO-8859-1,15,Apache,NaN,America,Illinois,22 August 2003,26 December 2012,17,0,3,2281,22,21,2581,29619,21,4,0
M0_83,81,ISO-8859-1,12,Apache,4897,America,Florida,20 August 2000,25 February 2017,47,3,8,3718,47,51,4064,44519,51,4,0
M4_69,82,utf-8,17,Microsoft-IIS/6.0,NaN,America,California,18 June 2003,14 June 2016,0,0,0,0,2,0,0,124,0,0,1
M4_72,82,utf-8,17,Microsoft-IIS/6.0,NaN,America,California,18 June 2003,14 June 2016,0,0,0,0,3,0,0,186,0,0,1
M4_73,82,utf-8,17,Microsoft-IIS/6.0,NaN,America,California,18 June 2003,14 June 2016,0,0,0,0,2,0,0,124,0,0,1
M4_74,82,utf-8,17,Microsoft-IIS/6.0,NaN,America,California,18 June 2003,14 June 2016,0,0,0,0,2,0,0,124,0,0,1
M0_2051,82,ISO-8859-1,13,nginx/1.10.1,8521,Panama,PANAMA,03 March 2004,31 March 2017,8,3,6,696,9,8,696,574,8,0,0
M0_2060,82,us-ascii,17,Microsoft-HTTPAPI/2.0,324,America,WA,10 November 1994,08 October 2014,5,4,2,498,6,5,498,376,5,0,0
M0_2267,82,UTF-8,14,NaN,NaN,NaN,NaN,18 October 2000,29 January 2017,5,3,2,498,7,5,498,438,5,0,0
M0_228,82,ISO-8859-1,17,Apache/2.4.7 (Ubuntu),9101,NaN,NaN,11 October 2005,10 December 2016,20,6,5,2638,25,28,3208,6137,28,8,0
M0_284,82,UTF-8,17,cloudflare-nginx,NaN,America,FL,09 July 1995,25 May 2016,3,0,1,488,6,5,632,482,5,2,0
M0_382,82,us-ascii,13,Microsoft-HTTPAPI/2.0,324,America,Florida,02 October 2007,20 July 2014,31,26,6,3286,45,37,3776,28351,37,6,0
M0_77,82,UTF-8,18,GSE,53520,America,CA,31 July 2000,29 June 2016,45,2,5,3565,49,49,3903,58127,49,4,0
M0_808,82,ISO-8859-1,12,Apache,NaN,America,Florida,22 September 2000,02 September 2016,0,0,0,0,0,0,0,0,0,0,0
M0_97,82,UTF-8,14,cloudflare-nginx,NaN,NaN,NaN,17 April 1996,18 April 2017,14,9,2,2200,18,20,2682,6009,20,6,0
M4_64,83,utf-8,17,Microsoft-IIS/6.0,NaN,America,California,18 June 2003,14 June 2016,1,1,1,90,5,1,90,416,1,0,1
M0_1035,83,UTF-8,17,Server,NaN,America,NV,01 November 1994,30 April 2014,0,0,0,0,0,0,0,0,0,0,0
M0_202,83,UTF-8,11,Apache,NaN,Japan,Fukuoka,15 September 2013,04 August 2016,11,4,4,1278,16,17,1750,1874,17,6,0
M0_2096,83,UTF-8,16,nginx/1.9.13,NaN,America,WA,25 November 1995,09 October 2015,7,3,3,630,5,7,630,310,7,0,0
M0_210,83,UTF-8,21,nginx/1.6.2,2034,America,CO,02 April 2009,21 March 2017,22,8,7,1628,25,26,1944,14894,26,4,0
M0_232,83,utf-8,14,cloudflare-nginx,NaN,NaN,NaN,14 October 1999,20 November 2013,24,10,4,3705,32,32,4319,11756,32,8,0
M0_423,83,UTF-8,15,GSE,34930,America,CA,31 July 2000,29 June 2016,29,0,3,2523,34,33,2881,44807,33,4,0
M0_488,83,ISO-8859-1,19,Apache/2.2.22 (Debian),5866,AE,Dubai,10 December 2010,11 October 2016,9,0,3,1165,16,15,1673,1673,15,6,0
M0_752,83,ISO-8859-1,13,nginx,162,America,Minnesota,05 November 1996,29 August 2016,24,3,7,2676,20,28,3000,3594,28,4,0
M0_806,83,UTF-8,17,Apache-Coyote/1.1,46886,NaN,NaN,16 September 2004,28 March 2016,0,0,0,0,0,0,0,0,0,0,0
A0_63,84,UTF-8,15,Apache/2.2.22 (Debian),11323,America,Washington,08 March 2003,09 March 2017,25,0,5,2262,27,29,2588,33205,29,4,1
M0_1071,84,UTF-8,17,Apache,12773,America,UTAH,12 August 2005,12 August 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1385,84,ISO-8859-1,12,Apache/2.2.15 (CentOS),23412,America,Arizona,09 February 2005,02 February 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1394,84,utf-8,15,Apache,8326,America,Texas,23 November 1998,24 April 2015,0,0,0,0,0,0,0,0,0,0,0
M0_219,84,ISO-8859-1,14,NaN,NaN,America,CA,29 March 1997,29 November 2016,67,17,5,13331,70,73,13771,67914,73,6,0
M0_2225,84,UTF-8,14,GSE,11243,America,CA,31 July 2000,29 June 2016,11,11,7,834,13,11,834,894,11,0,0
A0_61,85,UTF-8,13,Apache/2.2.22 (Debian),8364,America,Washington,14 March 2004,15 March 2017,37,0,8,3630,40,43,4118,34113,43,6,1
M0_1048,85,ISO-8859-1,18,NaN,NaN,America,NJ,27 June 1996,01 November 2016,0,0,0,0,0,0,0,0,0,0,0
M0_2083,85,UTF-8,12,cloudflare-nginx,NaN,America,WA,07 April 2011,11 March 2017,7,7,3,618,9,7,618,562,7,0,0
M0_2256,85,UTF-8,15,GSE,27976,America,CA,31 July 2000,29 June 2016,7,7,3,582,9,7,582,632,7,0,0
M0_1261,86,UTF-8,15,GSE,NaN,America,CA,31 July 2000,29 June 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1352,86,UTF-8,17,Apache,58,America,MI,19 May 2016,26 September 2016,0,0,0,0,0,0,0,0,0,0,0
M0_2075,86,utf-8,16,Apache/2.4.25,3500,America,Arizona,24 May 2006,06 October 2016,30,8,9,2296,11,30,2296,688,30,0,0
M0_2196,86,utf-8,17,NaN,959,America,WA,12 February 2000,16 August 2016,10,9,8,804,13,10,804,826,10,0,0
M0_340,86,ISO-8859-1,13,Roxen/5.4.98-r2,13747,America,IL,03 May 2004,04 May 2016,20,0,2,2487,18,26,2979,2587,26,6,0
M0_430,86,UTF-8,16,GSE,14291,America,CA,31 July 2000,29 June 2016,67,4,10,6257,53,71,6619,51527,71,4,0
M0_595,86,utf-8,15,cloudflare-nginx,NaN,America,California,15 December 1998,25 April 2016,10,0,2,2202,15,14,2490,3304,14,4,0
M0_958,86,UTF-8,16,Apache/2.2.15 (CentOS),15108,America,CA,15 April 2002,13 April 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1069,87,UTF-8,17,nginx,NaN,America,California,08 May 2001,19 April 2015,0,0,0,0,0,0,0,0,0,0,0
M0_122,87,UTF-8,13,mw2180.codfw.wmnet,15187,America,CA,13 January 2001,12 December 2015,26,22,1,4523,34,32,4979,26400,32,6,0
M0_2181,87,UTF-8,18,nginx,NaN,America,FL,05 February 2009,16 January 2017,8,5,5,660,10,8,660,661,8,0,0
M0_407,87,utf-8,15,Microsoft-IIS/7.5,9083,America,va,29 April 1994,30 August 2013,14,0,5,1482,18,20,1914,8797,20,6,0
M0_508,87,us-ascii,14,Microsoft-HTTPAPI/2.0,324,America,KS,07 July 1997,05 July 2016,17,6,10,1457,20,21,1781,2112,21,4,0
M0_589,87,UTF-8,16,nginx,30824,America,CA,05 March 1994,02 February 2017,17,9,2,3124,21,23,3564,9563,23,6,0
M0_892,87,UTF-8,16,GSE,48831,America,CA,31 July 2000,29 June 2016,0,0,0,0,0,0,0,0,0,0,0
M0_1006,88,us-ascii,14,Microsoft-HTTPAPI/2.0,257,America,NY,22 May 1995,21 April 2016,0,0,0,0,0,0,0,0,0,0,0
M0_2022,88,iso-8859-1,15,NaN,411,America,WV,23 April 1996,26 March 2017,12,4,9,936,14,12,936,904,12,0,0
M0_2306,88,utf-8,17,Microsoft-IIS/7.5,9084,America,va,29 April 1994,30 August 2013,8,8,1,1008,8,8,1008,486,8,0,0
M0_2318,88,UTF-8,17,cloudflare-nginx,NaN,Canada,ON,01 August 2007,03 March 2016,4,3,2,432,6,4,432,372,4,0,0
